party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,11,The bill AB 2499 enables employees who are victims of violence to take unpaid leave without fear of discrimination.,,,
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,12,The bill AB 2086 requires Caltrans to improve its online dashboard for tracking transportation project alignment with California’s goals.,,,
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,13,The bill AB 3074 prohibits schools from using derogatory terms as mascots.,,,
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,14,The bill AB 1854 extends the time for reservists to apply for retroactive deferment of payment and interest on certain debts.,,,
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,15,The bill AB 2943 strengthens penalties for shoplifting and allows certain thefts to be prosecuted as grand theft.,,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,1,"AB 2602 requires informed consent by performers in the film, music, and other entertainment sectors if studios wish to utilize their digital replicas created through AI technology.",,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,2,"Digital replica is defined as a computer-generated, highly realistic electronic representation that is identifiable as the voice or visual likeness of an individual.",,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,3,Some contracts in the entertainment industry include clauses that grant full use of a performer’s voice and likeness forever.,,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,4,"Non-union performers and voice actors, particularly in video games, are especially vulnerable to exploitation regarding their digital replicas.",,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,5,AB 2602 ensures that performers provide informed consent and are represented by a lawyer or union representative before transferring rights to their digital replicas.,,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,6,AB 2602 strengthens a working performer’s fundamental right to control their voice and likeness and consent to how it’s used.,,,
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,7,The legislation is presented as a model for how AI regulation should occur across all industries.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,1,Assemblymember Jacqui Irwin's legislation AB 2426 requires sellers of digital goods to disclose that consumers are only receiving a license to use the digital media.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,2,The legislation aims to address consumer protection issues stemming from the revocation of access to digital media purchases.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,3,Consumers around the world may lose access to digital media purchases without notice.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,4,AB 2426 makes California the first state to officially recognize that the use of terms like 'buy' and 'purchase' for digital media licenses constitutes false advertising.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,5,A white paper published by the Department of Commerce’s Internet Policy Task Force in 2016 concluded that consumers would benefit from more information regarding the nature of their transactions for digital media.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,6,AB 2426 implements recommendations from the Internet Policy Task Force's 2016 report for consumers engaging in the digital marketplace.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,7,Sellers of digital goods that offer permanent offline downloads will be exempt from the need to provide a disclosure about the nature of the purchase.,,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,8,"In 2024, video game publisher Ubisoft revoked licenses for purchases of its video game 'The Crew', leaving consumers without access.",,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,9,"In 2023, Sony threatened to revoke access to Discovery TV shows but later reached an agreement following consumer backlash.",,,
Democratic,20240925-governor-newsom-signs-ab-2426-law-increases-transparency-surrounding.txt,10,Sony's PlayStation Store permanently revoked access to hundreds of purchased movies in Germany and Austria.,,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,1,Children attending public schools and daycares in California are supposed to be protected by a regulation that restricts the most drift-prone agricultural pesticide applications during the school day.,,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,2,"AB 1864 improves the regulation and extends these protections to students, teachers, and staff in private schools.",,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,3,Students struggling with their mental or physical health should be afforded a manageable pathway to graduate high school with their peers.,,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,4,AB 2251 allows students who suffer from mental or physical illnesses that require them to miss substantial amounts of school to graduate on time by exempting these students from additional graduation requirements.,,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,5,"The Community Land Trust model is designed to have flexibility in providing community resources such as housing, a garden, office space, or shopping.",,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,6,AB 2897 updates the definition of a Community Land Trust to reflect its full range of purposes.,,,
Democratic,20240926-five-more-connolly-bills-signed-law.txt,7,AB 2968 ensures that schools in 'high' or 'very high' fire hazard severity zones have wildfire evacuation plans in their comprehensive school safety plans.,,,
Democratic,20240930-assemblymember-boerners-bill-e-bike-safety-signed-governor.txt,1,E-bikes are an amazing way for our kids to get around.,,,
Democratic,20240930-assemblymember-boerners-bill-e-bike-safety-signed-governor.txt,2,Children under 12 have the greatest number of e-bike accidents and risk of severe injuries.,,,
Democratic,20240930-assemblymember-boerners-bill-e-bike-safety-signed-governor.txt,3,"There were 3,945 e-bike injuries between 2011 and 2020 according to the National Electronic Injury Surveillance System.",,,
Democratic,20240930-assemblymember-boerners-bill-e-bike-safety-signed-governor.txt,4,The e-bike injuries increased over time during the study period.,,,
Democratic,20240930-assemblymember-boerners-bill-e-bike-safety-signed-governor.txt,5,The 10-13 year old age group made up 44% of e-bike injuries.,,,
Democratic,20240930-assemblymember-boerners-bill-e-bike-safety-signed-governor.txt,6,Keeping children on a traditional bike until they are twelve is the best way to keep them safe.,,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,1,"Abortion is healthcare, including emergency care.",,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,2,California hospitals have a duty to provide emergency care to anyone needing stabilizing care.,,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,3,Ending overly burdensome and extraneous licensure requirements can help prevent birth center closures.,,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,4,Licensed birth centers have been found to improve newborn and maternal health outcomes.,,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,5,"California faces a crisis in access to maternity care that disproportionately affects low-income, Black, Latino, Indigenous, and rural communities.",,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,6,"Freestanding birth centers offer high quality, midwifery-led care and can expand access in maternity care shortage areas.",,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,7,Over-the-counter birth control increases accessibility for more people.,,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,8,Medi-Cal recipients face barriers to accessing over-the-counter contraceptives that private insurance holders do not.,,,
Democratic,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,9,Pharmacists are recognized as essential access points for reproductive health services and products in California.,,,
Democratic,20241217-assemblymember-boerners-statement-ussc-decision-about-new-yorks-broadband.txt,1,"States have the authority to implement bold and innovative solutions to ensure affordable access to essential services, like the internet.",,,
Democratic,20241217-assemblymember-boerners-statement-ussc-decision-about-new-yorks-broadband.txt,2,"Californians have been voicing their concerns about the rising costs of basic services, like electricity and broadband internet.",,,
Democratic,20241217-assemblymember-boerners-statement-ussc-decision-about-new-yorks-broadband.txt,3,The goal should be to ensure that every single person has access to the internet and can afford it.,,,
Democratic,20241226-new-year-new-laws.txt,1,"AI-driven child sexual exploitation, revenge porn, and AI-generated elections deepfakes are emerging threats.",,,
Democratic,20241226-new-year-new-laws.txt,2,"Assembly Bill 1831 ensures that the sexual exploitation of children in California is illegal, including AI-generated pictures and videos.",,,
Democratic,20241226-new-year-new-laws.txt,3,"AI-generated content can be disturbing, harmful, and virtually indistinguishable from actual children.",,,
Democratic,20241226-new-year-new-laws.txt,4,"Assembly Bill 2655, the Defending Democracy from Deepfake Deception Act, protects election integrity by removing malicious deepfake media.",,,
Democratic,20241226-new-year-new-laws.txt,5,Violent rhetoric and election conspiracy theories have led to threats of intimidation at polling places.,,,
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,1,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.",,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,2,"Assemblywoman Schiavo advocated for policies that support veterans, service members, and their families.",,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,3,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable, and transitional housing.",,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,4,AB 1994 establishes a permanent position within the California Department of Veterans Affairs to advocate for minority and underrepresented veterans.,,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,5,AB 1854 extends the time for reservists or National Guard members to apply for retroactive deferment of payment and interest on certain debts.,,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,6,Assemblywoman Schiavo co-founded an organization that helped secure housing for veterans experiencing homelessness.,,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,7,"Assemblywoman Schiavo delivered healthcare, including reproductive healthcare, to more than one million people throughout her career.",,,
Democratic,20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt,8,"Assemblywoman Schiavo delivered more than 50,000 meals to people in need.",,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,1,"Exposure to PFAS has been linked to serious health harms including cancer, cardiovascular diseases, reproductive harm, and developmental issues in infants and children.",,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,3,The Biden Administration EPA established the first-ever national drinking water standards to protect Americans from PFAS exposure.,,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,4,"Sustained exposure to PFAS can cause cancer and other illnesses, and that PFAS exposure is especially dangerous during pregnancy and early childhood.",,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,5,"Activated carbon, reverse osmosis, and ion exchange systems can help to protect against PFAS exposure.",,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,6,California currently lags behind at least 11 other states in regulating PFAS.,,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,7,Setting enforceable state limits on PFAS would help to prevent thousands of deaths and serious illnesses.,,,
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,8,The Bipartisan Infrastructure Law includes $21 billion to help upgrade drinking water systems to incorporate technologies that address PFAS.,,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,1,The FOUND Act ensures that local governments have clear rescue plans in place for pets during emergencies.,,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,2,The FOUND Act requires cities and counties to update emergency plans to designate procedures for the rescue of pets in mandatory evacuation zones.,,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,3,The FOUND Act directs local governments to provide online resources on pet evacuation and reunification assistance.,,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,4,"The FOUND Act guarantees that any pet rescued from an evacuated area is held for at least 90 days before being adopted out, euthanized, or transferred.",,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,5,The 90-day holding period for rescued pets is an improvement from the current 72-hour minimum.,,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,6,The FOUND Act aims to prevent pet owners from risking their lives to save their animals during evacuations.,,,
Democratic,20250318-zbur-announces-found-act-strengthen-pet-rescue-efforts-disasters.txt,7,Increasing wildfire threats in California necessitate disaster response plans that include the safety and well-being of animals.,,,
Democratic,20250328-assemblywoman-petrie-norris-honors-four-inspiring-women-7th-annual-women.txt,1,"Sirisha Bandla made history by launching to space as a part of the Unity22 mission, the first-ever fully crewed commercial spaceflight.",,,
Democratic,20250328-assemblywoman-petrie-norris-honors-four-inspiring-women-7th-annual-women.txt,2,Yulan Chung is the driving force behind the establishment of the Asian American History Museum of Orange County.,,,
Democratic,20250328-assemblywoman-petrie-norris-honors-four-inspiring-women-7th-annual-women.txt,3,The Asian American History Museum of Orange County will create a new national model for multicultural harmony.,,,
Democratic,20250328-assemblywoman-petrie-norris-honors-four-inspiring-women-7th-annual-women.txt,4,RAD Camp is the largest residential camp for individuals with developmental disabilities in California.,,,
Democratic,20250328-assemblywoman-petrie-norris-honors-four-inspiring-women-7th-annual-women.txt,5,RAD Camp welcomes 220 campers and over 800 volunteers each summer.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,1,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,2,AB 846 will help communities respond faster to wildfire risks while protecting vulnerable ecosystems.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,4,AB 419 ensures that immigrant students and families know their rights regarding school enrollment and information protection.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,5,"AB 674 helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,6,AB 674 will reduce pollution in communities most affected by high vehicle emissions.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,7,AB 1140 authorizes a pilot program for safety improvements in prisons by utilizing single-occupancy cells.,,,
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,8,AB 1140 aims to better protect correctional employees and inmates.,,,
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,1,"AB 674 improves the Clean Cars 4 All program, which helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",,,
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,,,
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,,,
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,1,The MUSK Act will dramatically restrict synthetic nitro musk chemicals in cosmetics and personal care products by 2027.,,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,2,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,3,Nitro musks remain unregulated in the United States despite being banned in the European Union for decades.,,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,4,"Exposure to nitro musks disproportionately affects women and young girls, particularly those in communities of color and lower-income areas.",,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,5,"Studies have shown that early puberty, strongly linked to repeated nitro musk exposure, can lead to serious lifelong health complications, including increased risks of cancer, diabetes, heart disease, and reproductive issues.",,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,6,"Nitro musks are major environmental pollutants, accumulating in wastewater, soil, and even the air.",,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,7,Nitro musk chemicals have been detected in marine life and agricultural water supplies.,,,
Democratic,20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt,8,AB 60 brings California in line with global standards by adopting restrictions similar to those enforced in the European Union.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,1,"Alternative proteins include cell-based, plant-based, and fermented options.",,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,2,The production of alternative proteins can diversify protein sources.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,3,Alternative protein production has the potential to generate thousands of new jobs.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,4,The alternative protein sector can help meet the growing global demand for protein while reducing climate impacts of the food system.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,5,Alternative protein production represents a third of global greenhouse gas emissions.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,6,"Fermentation, cell cultivation, and plant-based food manufacturing are climate solutions that do not require methane-emitting livestock.",,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,7,Alternative protein production requires far less land and water compared to traditional protein sources.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,8,Alternative protein production minimizes pollution compared to conventional protein production.,,,
Democratic,20250521-assemblymember-kalra-appointed-chair-newly-established-select-committee.txt,9,California is home to the first major plant-based protein companies and the first-ever cultivated meat startups.,,,
Democratic,20250605-assemblymember-mia-bonta-celebrates-legislative-package-focused-creating.txt,1,AB 489 prevents AI from misrepresenting itself as a licensed professional.,,,
Democratic,20250702-assemblymember-alvarez-and-california-problem-solvers-announce-bipartisan.txt,1,Undocumented immigrants and DACA recipients have long enriched California’s economy and culture.,,,
Democratic,20250702-assemblymember-alvarez-and-california-problem-solvers-announce-bipartisan.txt,2,"A secure border is critical to stopping drug trafficking, preventing human exploitation, and protecting national safety.",,,
Democratic,20250702-assemblymember-alvarez-and-california-problem-solvers-announce-bipartisan.txt,3,All people are entitled to equal treatment under the law—a core democratic value enshrined in the Constitution.,,,
Democratic,20250702-assemblymember-alvarez-and-california-problem-solvers-announce-bipartisan.txt,4,Millions of undocumented immigrants work in essential industries and pay taxes.,,,
Democratic,20250702-assemblymember-alvarez-and-california-problem-solvers-announce-bipartisan.txt,5,Legal status would further unlock the economic contributions of undocumented immigrants.,,,
Democratic,20250702-assemblymember-alvarez-and-california-problem-solvers-announce-bipartisan.txt,6,A legal pathway should exist for undocumented residents who do not pose public safety risks.,,,
Democratic,20250716-assemblymember-mark-gonzalez-governor-gavin-newsom-lt-governor-eleni.txt,1,"In the United States, 20% of surveyed LGBTQ+ students reported having attempted suicide.",,,
Democratic,20250716-assemblymember-mark-gonzalez-governor-gavin-newsom-lt-governor-eleni.txt,2,The suicide attempt rate for transgender high school students is nearly 26%.,,,
Democratic,20250716-assemblymember-mark-gonzalez-governor-gavin-newsom-lt-governor-eleni.txt,3,Schools were the third most common location for hate crimes reported against LGBTQ+ youth in the U.S. according to the FBI.,,,
Democratic,20250716-assemblymember-mark-gonzalez-governor-gavin-newsom-lt-governor-eleni.txt,4,Hate crimes against LGBTQ+ youth in schools more than doubled between 2018 and 2022.,,,
Democratic,20250716-assemblymember-mark-gonzalez-governor-gavin-newsom-lt-governor-eleni.txt,5,The federal 988 funding for mental health services has been eliminated.,,,
Democratic,20250716-assemblymember-mark-gonzalez-governor-gavin-newsom-lt-governor-eleni.txt,6,"There is an urgent need for visible, accessible mental health resources for LGBTQ+ youth.",,,
Democratic,acting-governor-eleni-kounalakis-signs-senator-beckers-voter.txt,1,SB 504 ensures equal access to voter registration for overseas military personnel and people living with disabilities.,,,
Democratic,acting-governor-eleni-kounalakis-signs-senator-beckers-voter.txt,2,SB 504 notifies formerly justice-involved Californians when they are eligible to re-register to vote.,,,
Democratic,acting-governor-eleni-kounalakis-signs-senator-beckers-voter.txt,3,SB 504 clarifies that registered voters no longer need to apply to vote by mail.,,,
Democratic,acting-governor-eleni-kounalakis-signs-senator-beckers-voter.txt,4,The Digital Education Equity Program (DEEP) will provide California public school districts with equitable access to professional development for teachers.,,,
Democratic,acting-governor-eleni-kounalakis-signs-senator-beckers-voter.txt,5,The Digital Education Equity Program aims to enable schools to effectively use technology in education.,,,
Democratic,acting-governor-eleni-kounalakis-signs-senator-beckers-voter.txt,6,SB 1223 allows a diagnosis of mental disorder to be included in eligibility criteria for mental health diversion.,,,
Democratic,assembly-appropriations-committee-passes-sb-10-stop-child-fentanyl-deaths-other-bills-senator.txt,1,SB 10 requires that school safety plans include protocols for responding to pupils suffering from an opioid overdose.,,,
Democratic,assembly-appropriations-committee-passes-sb-10-stop-child-fentanyl-deaths-other-bills-senator.txt,2,SB 10 aims to equip schools with knowledge and tools to save children who overdose on campus.,,,
Democratic,assembly-appropriations-committee-passes-sb-10-stop-child-fentanyl-deaths-other-bills-senator.txt,3,"The bill ensures that every middle and high school in California can access and afford the opioid antagonist Naloxone, also known as Narcan.",,,
Democratic,assembly-appropriations-committee-passes-sb-10-stop-child-fentanyl-deaths-other-bills-senator.txt,4,Studies show that religious practices reduce violence and other negative behaviors in correctional facilities and lower recidivism.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,1,The FRESH Act allows incarcerated individuals to pre-apply for CalFresh benefits 90 days prior to their release.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,2,Expanding eligibility for CalFresh would unlock an estimated $1.8 billion in additional CalFresh dollars from the federal government each year.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,3,The new federal money would support local grocery stores and farms.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,4,The FRESH Act aims to reduce food insecurity in California.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,5,1 in 5 formerly incarcerated people suffered from food insecurity in 2019.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,6,The FRESH Act creates a uniform process for reentry for all incarcerated individuals.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,7,Expanding access to benefits and programs increases the success of reentry.,,,
Democratic,assembly-panel-unanimously-approves-the-fresh-act-to-fast-track.txt,8,The new federal funding could generate an estimated additional $3.3 billion in economic activity per year.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,1,AB 1649 will codify and make permanent the existing Interagency Refinery Task Force.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,2,The bill is part of the California Refinery Jobs and Safety Action Plan which includes five Assembly bills to improve public safety at all California refineries.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,3,AB 1645 will phase out the use of hydrofluoric acid by California refineries.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,4,AB 1646 will require the maintenance of a publicly accessible community alert plan for emergencies.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,5,AB 1647 will require refineries to install and maintain air quality monitors at the refinery fence line and in the community.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,6,The governing air quality agency will be required to publicly report real-time readings from the air quality monitors.,,,
Democratic,assemblymember-al-muratsuchis-assembly-bill-ab-1649-passes-assembly-floor.txt,7,AB 1648 will increase the number of state refinery inspectors at the California Division of Occupational Safety and Health (Cal/OSHA).,,,
Democratic,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,1,Perinatal mental health conditions are the most common complication of pregnancy and a leading cause of maternal death.,,,
Democratic,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,2,"1 in 3 birthing people are affected by perinatal mental health conditions, yet 75% go untreated.",,,
Democratic,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,3,Perinatal depression is the leading cause of maternal mortality.,,,
Democratic,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,4,Black women are dying at three times the rate of Caucasian women due to maternal health issues.,,,
Democratic,be-part-change-change-power-advocacy-day-unites-voices-maternal-mental-health.txt,5,California spends an estimated $2.4 billion annually on the consequences of untreated perinatal mental health conditions.,,,
Democratic,bill-combat-online-sexual-exploitation-signed-law.txt,1,"Since the pandemic began, the number of complaints of the non-consensual online sharing of obscene images has increased by over 120%.",,,
Democratic,bill-combat-online-sexual-exploitation-signed-law.txt,2,This increase in complaints has ranged from materials such as 'deep fakes' and 'revenge porn'.,,,
Democratic,bill-combat-online-sexual-exploitation-signed-law.txt,3,SB 1210 will prevent online sexual exploitation and non-consensual sharing of obscene images.,,,
Democratic,bill-combat-online-sexual-exploitation-signed-law.txt,4,"SB 1210 provides survivors of online trafficking an avenue for relief, recourse and recovery.",,,
Democratic,bill-combat-online-sexual-exploitation-signed-law.txt,5,"SB 1210 requires any attorney fees and costs be paid to the prevailing plaintiff by the defendant in a civil action arising from the intentional, unauthorized distribution of obscene material.",,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,1,The worldwide concrete and cement industry accounts for almost 8 percent of global emissions.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,2,"SB 596 sets a 2045 target date in California for carbon neutral cement and concrete, with a 40% emissions reduction by 2030.",,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,3,Transportation is the greatest source of greenhouse gas emissions in California.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,4,SB 771 provides a state sales tax break for lower income Californians purchasing electric or hybrid vehicles.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,5,SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,6,SB 767 establishes the Digital Education Equity Program to provide education technology and network support to California public school districts.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,7,SB 775 aims to clarify existing law to allow less culpable individuals convicted of attempted murder to petition for modified sentences.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,8,SB 355 seeks to improve access to civil justice by updating eligibility criteria for low-income Californians seeking fee waivers.,,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,9,SB 503 would implement a uniform statewide standard for signature verification of mail-in ballots.,,,
