party,press_release,claim_number,ref_uid,stance_claude_judge,stance_nli_deberta,stance_nli_bart,consensus,unanimous,claim_text,ref_title
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,2,10.58445/rars.3063,abstain,support,silent,support,0,Not everyone has the opportunity to learn important financial skills.,Counting the Cost: Why Financial Illiteracy is America’s Silent Epidemic
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,2,10.3386/w30490,abstain,silent,silent,silent,1,Not everyone has the opportunity to learn important financial skills.,"The Racial Wealth Gap, Financial Aid, and College Access"
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,2,2405.01789,abstain,silent,silent,silent,1,Not everyone has the opportunity to learn important financial skills.,Quantifying the Causal Effect of Financial Literacy Courses on Financial Health
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,3,10.3390/educsci9020129,abstain,silent,silent,silent,1,Teaching personal finance should be an educational priority for all California students.,Managing Personal Finance Literacy in the United States: A Case Study
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,3,2405.01789,abstain,silent,silent,silent,1,Teaching personal finance should be an educational priority for all California students.,Quantifying the Causal Effect of Financial Literacy Courses on Financial Health
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,3,10.1007/s10834-020-09721-9,abstain,silent,silent,silent,1,Teaching personal finance should be an educational priority for all California students.,"The Effect of Personal Finance Education on The Financial Knowledge, Attitudes and Behaviour of University Students in Indonesia"
rep,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,3,10.16993/dfl.142,silent,silent,silent,silent,1,Teaching personal finance should be an educational priority for all California students.,Teaching about Personal Finance in HCS – Suggestions from a Design-Based Research Approach
rep,assemblyman-alanis-honors-nevaeh-johnson.txt,3,10.1136/bmjopen-2021-059019,support,silent,silent,silent,0,"Nevaeh Johnson's family believes that if an AED was accessible at the time of her incident, she would still be alive today.",Bystander interventions and survival after exercise-related sudden cardiac arrest: a systematic review
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,10.1126/science.adn0117,abstain,silent,silent,silent,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",Managing extreme AI risks amid rapid progress
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,10.48550/arXiv.1606.06565,abstain,silent,silent,silent,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",Concrete Problems in AI Safety
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,10.48550/arXiv.1802.07228,abstain,silent,silent,silent,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.","The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation"
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,10.1145/3442188.3445922,abstain,silent,silent,silent,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,10.48550/arXiv.2108.07258,abstain,silent,silent,silent,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",On the Opportunities and Risks of Foundation Models
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,10.48550/arXiv.2303.08774,abstain,silent,silent,silent,1,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,GPT-4 Technical Report
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,10.48550/arXiv.2303.12712,abstain,silent,silent,silent,1,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Sparks of Artificial General Intelligence: Early experiments with GPT-4
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,10.1109/IJCNN55064.2022.9891914,abstain,silent,silent,silent,1,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Compute Trends Across Three Eras of Machine Learning
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,10.48550/arXiv.2203.15556,support,silent,silent,silent,0,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Training Compute-Optimal Large Language Models
rep,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,10.48550/arXiv.2001.08361,support,silent,silent,silent,0,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Scaling Laws for Neural Language Models
rep,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,1,2510.05878,abstain,silent,refute,silent,0,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,A Wave of Resignations in the Aftermath of Remote Onboarding
rep,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,1,2510.05783,abstain,silent,refute,silent,0,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,The role of work-life balance in effective business management
rep,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,1,2101.04363,abstain,silent,silent,silent,1,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,The Daily Life of Software Engineers during the COVID-19 Pandemic
rep,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,1,2005.01127,abstain,silent,refute,silent,0,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,Pandemic Programming: How COVID-19 affects software developers and how their organizations can help
rep,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,1,10.1007/s43546-025-00931-7,abstain,silent,refute,silent,0,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,The impact of remote and hybrid work models on small and Medium-sized enterprises productivity: a systematic literature review
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,1,10.1001/jama.2018.5344,abstain,silent,silent,silent,1,Fentanyl is 50 times more potent than heroin.,Comparative Pharmacology of Fentanyl and Other Opioids
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,1,10.1186/s41999-020-00262-2,abstain,support,support,support,1,Fentanyl is 50 times more potent than heroin.,"Fentanyl: History, Pharmacology, and Clinical Effects"
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,2,10.1016/S0140-6736(18)32177-1,abstain,support,support,support,1,Fentanyl is 100 times stronger than morphine.,Fentanyl: A Pharmacological Review
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,2,10.1007/s12024-018-09842-6,support,silent,silent,silent,0,Fentanyl is 100 times stronger than morphine.,Opioid Receptor Pharmacology
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,3,10.1056/NEJMra2205547,support,silent,silent,silent,0,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Trends in Opioid Involvement in Overdose Deaths in the United States: 2010-2021
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,3,10.1001/jama.2020.9475,abstain,silent,support,silent,0,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Association of Fentanyl with Mortality among Patients with Opioid Use Disorder in the United States: A Population-based Analysis
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,3,10.1176/appi.ps.20210038,abstain,silent,silent,silent,1,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Fentanyl and its analogs: A lethal combination affecting opioid users
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,3,10.1016/j.drugalcdep.2021.108855,abstain,support,support,support,1,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Fentanyl-involved overdose deaths in the United States: A systematic review and meta-analysis
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,3,10.1001/jama.2021.14009,abstain,support,support,support,1,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Fentanyl and synthetic opioids: Impact on the opioid crisis in the United States
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,4,gov.ca.gov/2024/02/27/california-seizes-record-62000-pounds-of-fentanyl/,abstain,support,support,support,1,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.","California Seizes Record 62,000 Pounds of Fentanyl"
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,4,gov.ca.gov/2025/02/19/300-million-of-illicit-fentanyl-seized-in-california-since-2023/,abstain,refute,silent,refute,0,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",$300 million of illicit fentanyl seized in California since 2023
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,4,gov.ca.gov/2024/10/01/cal-guard-counterdrug-task-force-seizes-more-than-9-5-million-pills-with-fentanyl/,abstain,silent,silent,silent,1,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",Cal Guard Counterdrug Task Force seizes more than 9.5 million pills with fentanyl
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,4,gov.ca.gov/2024/08/29/californias-fentanyl-task-force-seizes-over-8-8-million-fentanyl-pills/,abstain,silent,silent,silent,1,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",California’s fentanyl task force seizes over 8.8 million fentanyl pills
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,4,gov.ca.gov/2024/05/28/california-seizes-more-than-5-8-million-fentanyl-pills-since-january/,silent,silent,silent,silent,1,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",California seizes more than 5.8 million fentanyl pills since January
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,5,2024/02/27/california-seizes-record-62000-pounds-of-fentanyl/,support,support,support,support,1,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,"California Seizes Record 62,000 Pounds of Fentanyl"
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,5,2024/08/29/californias-fentanyl-task-force-seizes-over-8-8-million-fentanyl-pills/,abstain,silent,silent,silent,1,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,California’s fentanyl task force seizes over 8.8 million fentanyl pills
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,5,2024/05/28/california-seizes-more-than-5-8-million-fentanyl-pills-since-january/,abstain,silent,silent,silent,1,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,California seizes more than 5.8 million fentanyl pills since January
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,5,2024/04/02/governor-newsom-announces-seizure-of-over-half-a-million-fentanyl-pills-at-border-urges-republicans-in-congress-to-act-on-border-security/,abstain,silent,silent,silent,1,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,"Governor Newsom Announces Seizure of Over Half a Million Fentanyl Pills at Border, Urges Republicans in Congress to Act on Border Security"
rep,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,5,2024/10/01/cal-guard-counterdrug-task-force-seizes-more-than-9-5-million-pills-with-fentanyl/,abstain,silent,silent,silent,1,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,Cal Guard Counterdrug Task Force seizes more than 9.5 million pills with fentanyl
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,2,10.1080/00908317808945984,abstain,silent,silent,silent,1,The bill aims to unlock California’s geothermal potential.,California's geothermal resource potential
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,2,10.3133/ofr02132,abstain,silent,silent,silent,1,The bill aims to unlock California’s geothermal potential.,Distribution of high-temperature (>150 °C) geothermal resources in California
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,2,10.1016/j.jvolgeores.2020.106882,abstain,silent,silent,silent,1,The bill aims to unlock California’s geothermal potential.,"Geophysical characterization of the Northwest Geysers geothermal field, California"
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,2,70206183,abstain,silent,silent,silent,1,The bill aims to unlock California’s geothermal potential.,"Geothermal California: California claims the world's highest geothermal power output, with potential for even more production with advanced techniques"
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,2,70202299,support,silent,silent,silent,0,The bill aims to unlock California’s geothermal potential.,"Geophysical Characterization of the heat source in the Northwest Geysers, California"
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,4,CA-EDD-2023-03,mixed,refute,refute,refute,0,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's unemployment rate remains unchanged for March 2023
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,4,CA-EDD-2023-12,abstain,refute,refute,refute,1,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's unemployment rate rises slightly to 5.1 percent in December 2023
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,4,CA-EDD-2025-01,abstain,refute,refute,refute,1,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's Unemployment Rate Drops to 5.4 Percent in January
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,4,CA-EDD-2025-03,abstain,refute,refute,refute,1,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's March Unemployment Rate Drops to 5.3 percent
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,4,CA-EDD-2025-06,abstain,refute,refute,refute,1,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's unemployment remains unchanged for third consecutive month
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,5,turn0search0,abstain,silent,silent,silent,1,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",Integrated Resource Plan | Imperial Irrigation District
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,5,turn0search2,abstain,silent,silent,silent,1,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.","IID Increases Power Capacity, Reliability, Resiliency Through Major Generation Upgrade"
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,5,turn0search1,abstain,silent,silent,silent,1,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.","IID Hits New Energy Record, Serves Highest Power Demand in History"
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,5,turn0search3,abstain,silent,silent,silent,1,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",A green energy boom. Promises of prosperity. Imperial County has heard this story before
rep,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,5,turn0search4,support,support,support,support,1,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",Assembly Approves AB 1016
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,cdc-drowning-data,support,silent,silent,silent,0,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Drowning Data
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,cdc-drowning-increases,abstain,silent,silent,silent,1,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Drowning Increases in the U.S.
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,cdc-drowning-prevention,abstain,silent,silent,silent,1,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Drowning Prevention
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,cdc-faststats-child-health,abstain,silent,silent,silent,1,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",FastStats - Child Health
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,cdph-childhood-injury-prevention,abstain,silent,silent,silent,1,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Childhood Injury Prevention
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,10.1001/jamapediatrics.2015.1471,abstain,silent,silent,silent,1,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Drowning Among Children With Autism Spectrum Disorder
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,10.1007/s12134-017-0488-5,abstain,silent,silent,silent,1,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Understanding Drowning Risk in Children with Autism Spectrum Disorder
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,10.1016/j.aap.2016.09.004,abstain,silent,silent,silent,1,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Accidental Drowning and Autism: A Review of Incidents and Recommendations for Prevention
rep,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,10.1002/ajid.14439,abstain,silent,silent,silent,1,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Drowning Risk Factors in Children with Autism: A Systematic Review
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,turn0search0,support,refute,refute,refute,0,The cost of living for Californians is 42% higher than the national average.,High living costs solidify California's two-tier economy
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,turn0search5,support,support,support,support,1,The cost of living for Californians is 42% higher than the national average.,How the cost of living in California compares to the nation
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,turn0search4,abstain,silent,silent,silent,1,The cost of living for Californians is 42% higher than the national average.,"Study Shows Living in CA Imposes a $28,037.28 “Cost-of-Living Penalty” on Typical Middle-Class Family"
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,turn0search3,abstain,silent,silent,silent,1,The cost of living for Californians is 42% higher than the national average.,Census Data Shows California Leads Nation in Housing Cost Burdens
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,turn0search0,abstain,silent,silent,silent,1,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",The Cost of Living Consequences of SB 684 & AB 1243
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,turn0search3,abstain,silent,silent,silent,1,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",The Regressive Effects of Regulations in California
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,turn0search8,abstain,silent,silent,silent,1,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",Housing policy and poverty: The case of California
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,turn0search11,abstain,silent,silent,silent,1,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",How California Regulated Itself Into an Energy Crisis
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,turn0search6,abstain,silent,silent,silent,1,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",Examining The Unintended Consequences Of Rent Control Policies
rep,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,5,turn0academia12,abstain,silent,silent,silent,1,The South Coast Air Quality Management District creates mandates with minimal transparency and input from Californians.,Preferential monitoring site location in the Southern California Air Quality Basin
rep,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,turn0academia12,silent,silent,silent,silent,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,An Automated Framework for Assessing Electric Vehicle Charging Impacts on a Campus Distribution Grid
rep,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,turn0academia13,silent,silent,silent,silent,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,Investigating the Impact of Electric Vehicle Charging Loads on CSUN's Electric Grid
rep,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,10.1073/pnas.2317599121,abstain,silent,silent,silent,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,Impact of electric vehicle charging demand on power distribution grid congestion
rep,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,10.1016/j.isci.2021.103686,abstain,silent,silent,silent,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,Distribution grid impacts of electric vehicles: A California case study
rep,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,turn0search4,abstain,silent,silent,silent,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,California grid may fall 20% short in meeting 100% EV goal
rep,democrats-kill-gun-reform-legislation.txt,2,2110.07006,abstain,silent,refute,silent,0,Assembly Bill 758 would have created an enhancement for the possession or use of an unregistered gun when committing a felony.,Estimating the effects of a California gun control program with Multitask Gaussian Processes
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,turn0search0,abstain,silent,silent,silent,1,"In 2018, California produced only 31.1% of its crude oil supply.",Annual Oil Supply Sources to California Refineries
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,turn0search1,abstain,silent,silent,silent,1,"In 2018, California produced only 31.1% of its crude oil supply.",California Field Production of Crude Oil (Thousand Barrels)
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,turn0search3,abstain,silent,silent,silent,1,"In 2018, California produced only 31.1% of its crude oil supply.",California Field Production of Crude Oil (Thousand Barrels per Day)
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,turn0search13,abstain,silent,silent,silent,1,"In 2018, California produced only 31.1% of its crude oil supply.",Final CalGEM Supervisor Annual Report 2020
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,turn0search14,silent,silent,silent,silent,1,"In 2018, California produced only 31.1% of its crude oil supply.",An Assessment of Oil and Gas
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,turn0search0,support,silent,silent,silent,0,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2024
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,turn0search14,abstain,silent,silent,silent,1,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,2025 REPORT
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,turn0search3,abstain,silent,silent,silent,1,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2021
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,turn0search5,abstain,silent,silent,silent,1,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2018
rep,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,turn0search7,abstain,silent,silent,silent,1,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2019
rep,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,turn0search10,abstain,silent,silent,silent,1,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,"Yuba Water, UC Davis and Others Move Forward with Plans for Collaborative Research Center"
rep,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,turn0search6,abstain,silent,silent,silent,1,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,Yuba Water Reinvests Hydropower Revenue Back Into Yuba County
rep,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,turn0search4,abstain,silent,silent,silent,1,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,County of Yuba Broadband Infrastructure Project
rep,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,turn0search3,abstain,silent,silent,silent,1,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,"Yuba County Office of Education and Yuba College Secure $937,500 Grant to Support Youth Transition to College Life"
rep,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,turn0search5,silent,silent,silent,silent,1,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,"Yuba Water Commits Nearly $620,000 in Community Impact Grants"
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,turn0search12,refute,refute,refute,refute,1,There has been no impartial analysis of AB 1400’s price tag.,Abbreviated Analysis of California Assembly Bill 1400
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,turn0search1,abstain,refute,refute,refute,1,There has been no impartial analysis of AB 1400’s price tag.,LAO Releases Cost Analysis of Single-Payer Health Care Proposal
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,turn0search0,abstain,silent,refute,silent,0,There has been no impartial analysis of AB 1400’s price tag.,Our Response to CHBRP Analysis of AB 1400
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,turn0search2,abstain,silent,silent,silent,1,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",California Health Care Tax Proposal
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,turn0search8,abstain,support,silent,support,0,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",Massive $163 Billion Tax Hike Proposed to Dismantle CA Healthcare System
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,turn0search5,abstain,support,support,support,1,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",Legislative Alert - AB 1400 and ACA 11
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,turn0search3,abstain,silent,silent,silent,1,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",CalChamber Tags AB 1400 and ACA 11 as First 2022 Job Killer Bills
rep,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,turn0search6,abstain,silent,silent,silent,1,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",California Considers Doubling its Taxes
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,10.1056/NEJMoa0801430,abstain,silent,silent,silent,1,Current required vaccinations have been in use with full FDA approval for decades.,The Safety and Efficacy of the Combination of Atypical Antipsychotic and Antidepressant Therapy in Patients with Schizophrenia and Major Depression
