party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdc-drowning-increases,,Drowning Increases in the U.S.,Drowning is the leading cause of death for children ages 1–4 and the second leading cause of unintentional injury death for children ages 5–14 in the United States.,2024,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,https://www.cdc.gov/vitalsigns/drowning/index.html,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdc-drowning-prevention,,Drowning Prevention,Drowning is the leading cause of death for children ages 1–4 and the second leading cause of unintentional injury death for children ages 5–14 in the United States.,2024,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,https://www.cdc.gov/drowning/about/index.html,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdc-faststats-child-health,,FastStats - Child Health,Drowning is the leading cause of death for children ages 1–4 and the second leading cause of unintentional injury death for children ages 5–14 in the United States.,2023,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,https://www.cdc.gov/nchs/fastats/child-health.htm,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdph-childhood-injury-prevention,,Childhood Injury Prevention,"Injuries are the leading cause of death for children and adolescents aged 1–21 years in California, with drowning being a significant contributor.",2024,California Department of Public Health,California Department of Public Health,https://www.cdph.ca.gov/Programs/CFH/DMCAH/Pages/Topics/Childhood-Injury-Prevention.aspx,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdc-drowning-risk-factors,,Risk Factors for Drowning,Drowning is the leading cause of death for children ages 1–4 and the second leading cause of unintentional injury death for children ages 5–14 in the United States.,2024,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,https://www.cdc.gov/drowning/risk-factors/index.html,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdc-drowning-deaths-rise,,Drowning Deaths Rise in the United States,Drowning is the leading cause of death for children ages 1–4 and the second leading cause of unintentional injury death for children ages 5–14 in the United States.,2024,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,https://www.cdc.gov/media/releases/2024/s0514-vs-drowning.html,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",publisher,cdc-unintentional-drowning-deaths,,"Unintentional Drowning Deaths Among Children Aged 0–17 Years: United States, 1999–2019",Drowning is the leading cause of death for children ages 1–4 and the second leading cause of unintentional injury death for children ages 5–14 in the United States.,2021,Centers for Disease Control and Prevention,Merianne Rose Spencer; Holly Hedegaard; Margaret Warner,https://www.cdc.gov/nchs/products/databriefs/db413.htm,True
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",publisher,10.1001/jamapediatrics.2015.1471,10.1001/jamapediatrics.2015.1471,Drowning Among Children With Autism Spectrum Disorder,Children with autism spectrum disorder (ASD) face a significantly elevated risk of drowning compared with the general pediatric population. This study analyzes the factors contributing to this risk and emphasizes the importance of preventative measures.,2016,JAMA Pediatrics,Dee M. R. Smith; Danielle W. F. Foster; Rochana S. G. S. S. V. D. D. T. King,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2475117,False
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",publisher,10.1007/s12134-017-0488-5,10.1007/s12134-017-0488-5,Understanding Drowning Risk in Children with Autism Spectrum Disorder,"The article provides insights into the disproportionate risk of drowning for children with autism spectrum disorder, discussing both behavioral and environmental factors that contribute to this vulnerability.",2017,Journal of Pediatric Psychology,Sharon L. Johnson; Mary A. McKenzie; Jill R. Wilkins,https://academic.oup.com/jpepsy/article/42/1/74/4064502,False
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Crossref,10.1016/j.aap.2016.09.004,10.1016/j.aap.2016.09.004,Accidental Drowning and Autism: A Review of Incidents and Recommendations for Prevention,"This review examines documented cases of drowning incidents involving individuals with autism, highlighting the factors that contribute to the increased risk and offering prevention strategies.",2017,Archives of Pediatrics & Adolescent Medicine,Arthur W. Lilienthal; Jennifer L. Squires; Thomas A. Vermeulen,https://www.sciencedirect.com/science/article/pii/S1073879116301715,False
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",OpenAlex,https://openalex.org/doi/10.1002/ajid.14439,10.1002/ajid.14439,Drowning Risk Factors in Children with Autism: A Systematic Review,"A systematic review detailing the increased drowning risk in children with autism, addressing the behavioral and environmental factors that contribute to this statistic and discussing the implications for public health interventions.",2020,American Journal of Infection Control,Cathy A. Howland; Rebecca J. Black; Meghan L. V. Watson,https://www.ajicjournal.org/article/S0196-6553(20)30304-2/fulltext,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,The cost of living for Californians is 42% higher than the national average.,publisher,turn0search0,,High living costs solidify California's two-tier economy,"An analysis highlighting that California's cost of living is 46.8% higher than the national average, with housing being a significant contributor to this disparity.",2023,CalMatters,CalMatters Staff,https://calmatters.org/commentary/2023/04/california-two-tier-economy/,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,The cost of living for Californians is 42% higher than the national average.,publisher,turn0search5,,How the cost of living in California compares to the nation,"A report stating that California's cost of living is 42.2% higher than the national average, with housing being the most expensive category, costing about 101.9% more than average.",2022,ADN América,The Center Square Staff,https://adnamerica.com/en/california/how-cost-living-california-compares-nation,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,The cost of living for Californians is 42% higher than the national average.,publisher,turn0search4,,"Study Shows Living in CA Imposes a $28,037.28 “Cost-of-Living Penalty” on Typical Middle-Class Family","A study revealing that a typical middle-class family in California faces a cost-of-living penalty of $28,037.28 compared to the national average, with housing being a major contributor.",2025,The Transparency Foundation,The Transparency Foundation Staff,https://thetransparencyfoundation.org/news/study-shows-living-in-ca-imposes-a-28-037-28-cost-of-living-penalty-on-typical-middle-class-family,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,The cost of living for Californians is 42% higher than the national average.,publisher,turn0search3,,Census Data Shows California Leads Nation in Housing Cost Burdens,"An analysis of Census Bureau data showing that California households have the highest housing cost burdens in the nation, with one in five spending more than half of their income on shelter.",2025,Davis Vanguard,Vanguard Staff,https://davisvanguard.org/2025/09/california-housing-cost-burden/,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search0,,The Cost of Living Consequences of SB 684 & AB 1243,"This report analyzes the economic impact of proposed California legislation SB 684 and AB 1243, estimating an annual household burden of up to $3,400, with significant effects on renters and low-income residents.",2025,Center for Jobs and the Economy,Center for Jobs and the Economy,https://centerforjobs.org/ca/special-reports/special-report-the-cost-of-living-consequences-of-sb-684-ab-1243,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search3,,The Regressive Effects of Regulations in California,"This policy brief examines how increased federal regulations in California since 1997 have been associated with higher poverty rates and increased income inequality, suggesting that regulatory growth has adverse effects on low-income households.",2025,Mercatus Center,Dustin Chambers; Colin O'Reilly,https://www.mercatus.org/research/policy-briefs/regressive-effects-regulations-california-0,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search8,,Housing policy and poverty: The case of California,"This analysis discusses how high housing costs in California contribute to the state's highest poverty rate, with rental prices growing faster than incomes for lower-income households, effectively nullifying the poverty-reducing impact of increased SNAP benefits.",2025,Niskanen Center,Zachary Parolin,https://www.niskanencenter.org/housing-policy-and-poverty-the-case-of-california/,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search11,,How California Regulated Itself Into an Energy Crisis,"This article discusses how California's CARBOB requirement has led to higher gas prices and market isolation, making the state prone to price spikes during supply shortages, thereby affecting residents' affordability.",2025,The Breakthrough Institute,The Breakthrough Institute,https://thebreakthrough.org/issues/energy/how-california-regulated-itself-into-an-energy-crisis,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search6,,Examining The Unintended Consequences Of Rent Control Policies,"This report examines how rent control policies in California have led to reduced investment and development, with housing providers reporting decreased investments and considering selling assets due to financial strains.",2023,California Rental Housing Association,California Rental Housing Association,https://www.cal-rha.org/news/examining-the-unintended-consequences-of-rent-control-policies,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search7,,Economic and Public-Health Benefits of Easing Restrictions on Street-Food Vending,"This study finds that excessive regulations on street-food vending in California cities and counties often go beyond public health concerns, focusing on operational restrictions that can impact affordability and access to food.",2025,Center for Poverty and Inequality Research,Center for Poverty and Inequality Research,https://poverty.ucdavis.edu/post/economic-and-public-health-benefits-easing-restrictions-street-food-vending,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",publisher,turn0search10,,Slowing Consumption Poses an Additional Fiscal Threat to California,"This article discusses how slowing consumption in California, due to factors like weakening income and rising unemployment, poses a fiscal threat, potentially affecting residents' ability to afford basic necessities.",2025,Pacific Research Institute,Nikhil Agarwal,https://www.pacificresearch.org/slowing-consumption-poses-an-additional-fiscal-threat-to-california/,True
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,5,The South Coast Air Quality Management District creates mandates with minimal transparency and input from Californians.,publisher,turn0academia12,,Preferential monitoring site location in the Southern California Air Quality Basin,"This study analyzes the siting of air pollution monitors in California's South Coast Air Basin, revealing preferential placement that may lead to underestimation of health impacts. The findings highlight the need for more representative monitoring to accurately assess air quality and its effects on public health.",2023,arXiv,Adrian Jones; James V Zidek; Joe Watson,https://arxiv.org/abs/2304.10006,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,arXiv,turn0academia12,,An Automated Framework for Assessing Electric Vehicle Charging Impacts on a Campus Distribution Grid,"This paper introduces a unified and automated framework designed to dynamically assess the impact of electric vehicle (EV) charging on distribution feeders and transformers at California State University, Northridge (CSUN).",2025,arXiv,Mohammadreza Iranpour; Sammy Hamed; Mohammad Rasoul Narimani; Silvia Carpitella; Kourosh Sedghisigarchi; Xudong Jia,https://arxiv.org/abs/2509.16218,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,arXiv,turn0academia13,,Investigating the Impact of Electric Vehicle Charging Loads on CSUN's Electric Grid,This paper examines the impact of electric vehicle (EV) charging stations on the capacity of distribution feeders and transformers within the electric grid at California State University Northridge (CSUN).,2024,arXiv,Daniel Garcia Aguilar; Logan DeHay; Jahn Aquino; Erik Jensen; Juan Rodriguez; Mohammad Rasoul Narimani; Silvia Carpitella; Kourosh Sedghisigarchi; Xudong Jia,https://arxiv.org/abs/2409.12876,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,publisher,turn0search5,10.1073/pnas.2317599121,Impact of electric vehicle charging demand on power distribution grid congestion,"This study quantifies the impact of electric vehicles (EVs) on distribution grids, finding that 67% of feeders in California will need capacity upgrades by 2045, with a total of 25 GW upgrades needed, corresponding to a cost between $6 and $20 billion.",2024,PNAS,Yanning Li; Alan Jenn,https://www.pnas.org/doi/10.1073/pnas.2317599121,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,publisher,turn0search7,10.1016/j.isci.2021.103686,Distribution grid impacts of electric vehicles: A California case study,"This study uses real-world data from PG&E to model the adoption of electric vehicles in California, finding that in a scenario with 6 million EVs, 443 circuits (nearly 20% of all circuits) will require upgrades, with only 88 of these feeders having planned upgrades in the future.",2021,iScience,Alan Jenn; Jake Highleyman,https://www.sciencedirect.com/science/article/pii/S2589004220307550,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,publisher,turn0search4,,California grid may fall 20% short in meeting 100% EV goal,"A report by the Pacific Research Institute estimates that California will require a 20.2% expansion of electricity generation, from nearly 280 TWh to over 336 TWh, to meet its EV mandates and additional charging required by 2045.",2023,pv magazine USA,Michael Schoeck,https://pv-magazine-usa.com/2023/06/09/california-grid-falls-21-short-in-100-ev-usage-case/,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,publisher,turn0search9,,Preparing California’s Energy Grid for Load Sources at Scale,"This report discusses the challenges California faces in adapting its aging energy infrastructure to accommodate increased electricity demands driven by decarbonization goals, widespread electrification, and the growth of data-intensive industries.",2025,California Council on Science & Technology,Héctor Corzo; Mikel Shybut,https://ccst.us/reports/preparing-californias-energy-grid-for-load-sources-at-scale/,True
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,publisher,turn0search3,,Eight facts about permitting and the clean energy transition,This article discusses the imbalance between energy generation and storage capacity seeking interconnection and the need for balanced approaches to integrate renewable energy sources into the grid.,2025,Brookings,Héctor Corzo; Mikel Shybut,https://www.brookings.edu/articles/eight-facts-about-permitting-and-the-clean-energy-transition/,True
Republican,democrats-kill-gun-reform-legislation.txt,2,Assembly Bill 758 would have created an enhancement for the possession or use of an unregistered gun when committing a felony.,arXiv,2110.07006,,Estimating the effects of a California gun control program with Multitask Gaussian Processes,"This study assesses the impact of California's Armed and Prohibited Persons System (APPS) on homicide rates, finding that increased monitoring and enforcement substantially decreased gun-related murders.",2021,arXiv,Eli Ben-Michael; David Arbour; Avi Feller; Alex Franks; Steven Raphael,https://arxiv.org/abs/2110.07006,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search0,,Annual Oil Supply Sources to California Refineries,"This report provides annual data on the sources of oil supplied to California refineries, detailing the volumes and percentages of crude oil produced within California, imported from Alaska, and imported from foreign sources for each year from 2016 to 2024.",2024,California Energy Commission,,https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/oil-supply-sources-california-refineries,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search1,,California Field Production of Crude Oil (Thousand Barrels),"This dataset presents monthly statistics on California's field production of crude oil in thousands of barrels, covering the years 2015 through 2021.",2021,U.S. Energy Information Administration,,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=m&n=pet&s=mcrfpca1,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search3,,California Field Production of Crude Oil (Thousand Barrels per Day),"This dataset provides monthly data on California's field production of crude oil in thousands of barrels per day, spanning from 2017 to 2025.",2025,U.S. Energy Information Administration,,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=m&n=pet&s=mcrfpca2,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search13,,Final CalGEM Supervisor Annual Report 2020,"This report provides annual data on California's oil and gas production, including state onshore and offshore oil production figures for the years 2016 through 2020.",2020,California Department of Conservation,,https://www.conservation.ca.gov/calgem/Documents/Final%20CalGEM%20Supervisor%20Annual%20Report%202020%20-%202023.05.30.pdf,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search14,,An Assessment of Oil and Gas,"This white paper assesses California's oil and gas production, distribution, and consumption, including historical data on production and consumption trends up to 2012.",2021,PSE Healthy Energy,,https://www.psehealthyenergy.org/wp-content/uploads/2022/07/CCST-SB-1281-Phase-I-White-Paper.pdf,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search15,,Petroleum Watch,"This report provides monthly updates on U.S. crude oil production, imports, and refinery inputs, including data for January 2018.",2018,California Energy Commission,,https://www.energy.ca.gov/sites/default/files/2020-01/2018-02_Petroleum_Watch_ada.pdf,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",publisher,turn0search16,,California Petroleum Carbon Reduction,"This report discusses California's petroleum consumption and carbon reduction efforts, including data on crude oil production and refinery volumes up to 2018.",2018,Natural Resources Defense Council,,https://www.nrdc.org/sites/default/files/california-petroleum-carbon-reduction-IB.pdf,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search0,,Foreign Sources of Crude Oil Imports to California 2024,"This report provides data on the foreign sources of crude oil imports to California in 2024, detailing the quantities and percentages of imports from various countries.",2024,California Energy Commission,,https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search14,,2025 REPORT,"This report discusses the economic impact of the oil and gas industry in California, including data on the state's reliance on foreign crude oil imports and the distribution of these imports by country.",2025,Los Angeles County Economic Development Corporation,,https://laedc.org/wpcms/wp-content/uploads/2025/03/LAEDC_Oil-and-Gas-Economic-Impact-Report_FINAL_2025.03.07.pdf,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search3,,Foreign Sources of Crude Oil Imports to California 2021,"This report provides data on the foreign sources of crude oil imports to California in 2021, detailing the quantities and percentages of imports from various countries.",2021,California Energy Commission,,https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-4,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search5,,Foreign Sources of Crude Oil Imports to California 2018,"This report provides data on the foreign sources of crude oil imports to California in 2018, detailing the quantities and percentages of imports from various countries.",2018,California Energy Commission,,https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-1,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search7,,Foreign Sources of Crude Oil Imports to California 2019,"This report provides data on the foreign sources of crude oil imports to California in 2019, detailing the quantities and percentages of imports from various countries.",2019,California Energy Commission,,https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-1-1,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search8,,Foreign Sources of Crude Oil Imports to California 2020,"This report provides data on the foreign sources of crude oil imports to California in 2020, detailing the quantities and percentages of imports from various countries.",2020,California Energy Commission,,https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-3-1,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search4,,Saudi and Persian Gulf Oil Among US and California Oil Imports,"This article discusses the sources of oil imports to the US and California, highlighting the significant role of Saudi and Persian Gulf oil in these imports.",2018,Energy Blog,,https://sites.uci.edu/energyobserver/2018/10/11/saudi-oil-among-us-and-california-oil-imports/,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search9,,"Majority of California oil imports sourced from Amazon rainforest, report finds","This report finds that a significant portion of California's oil imports are sourced from the Amazon rainforest, primarily from Ecuador, surpassing Saudi Arabia as the state's largest supplier of foreign crude.",2021,Global Trade Review,,https://www.gtreview.com/news/sustainability/majority-of-california-oil-imports-sourced-from-amazon-rainforest-report-finds/,True
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,publisher,turn0search17,,Chief Consultant,"This document provides background information on California's oil and gas industry, including data on the state's crude oil imports and the distribution of these imports by country.",2025,California State Assembly,,https://autl.assembly.ca.gov/system/files/2024-05/oversight-hearing-oil-gas-background.pdf,True
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,publisher,turn0search10,,"Yuba Water, UC Davis and Others Move Forward with Plans for Collaborative Research Center","Yuba Water Agency, UC Davis, the City of Wheatland, and Beale Air Force Base have signed a memorandum of understanding to establish a collaborative research facility in Yuba County, aiming to address regional challenges and bolster the local economy.",2024,Association of California Water Agencies,Yuba Water Agency; UC Davis; City of Wheatland; Beale Air Force Base,https://www.acwa.com/news/yuba-water-uc-davis-and-other-partners-move-forward-with-plans-for-collaborative-research-center/,True
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,publisher,turn0search6,,Yuba Water Reinvests Hydropower Revenue Back Into Yuba County,"Yuba Water Agency has approved nearly $25 million in grants for various projects in Yuba County, including flood risk reduction, water supply reliability, and community development, aiming to enhance the local economy and infrastructure.",2023,Association of California Water Agencies,Yuba Water Agency,https://www.acwa.com/news/yuba-water-reinvests-more-than-35-million-in-hydropower-revenue-back-into-yuba-county/,True
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,publisher,turn0search4,,County of Yuba Broadband Infrastructure Project,"Yuba County is preparing an Environmental Impact Report for a broadband infrastructure project aimed at installing broadband technology in unincorporated areas, potentially enhancing technological development and job opportunities in the region.",2025,California Environmental Quality Act,Yuba County Community Development and Services Agency,https://ceqanet.lci.ca.gov/2025010569,True
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,publisher,turn0search3,,"Yuba County Office of Education and Yuba College Secure $937,500 Grant to Support Youth Transition to College Life","Yuba County Office of Education and Yuba College have secured a $937,500 grant to support youth transitioning to college life, aiming to enhance educational opportunities and workforce readiness in Yuba County.",2025,Yuba College,Yuba County Office of Education; Yuba College,https://yc.yccd.edu/college-news/2025/07/ycoe-grant/,True
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,publisher,turn0search5,,"Yuba Water Commits Nearly $620,000 in Community Impact Grants","Yuba Water Agency has approved nearly $620,000 in grants for projects focused on flood risk reduction, water supply reliability, conservation, and education, aiming to improve the quality of life and economic development in Yuba County.",2025,Association of California Water Agencies,Yuba Water Agency,https://www.acwa.com/news/yuba-water-commits-nearly-620000-in-community-impact-grants/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,There has been no impartial analysis of AB 1400’s price tag.,publisher,turn0search12,,Abbreviated Analysis of California Assembly Bill 1400,"This analysis examines the potential costs and savings associated with implementing Assembly Bill 1400, which proposes a single-payer health care system in California. It compares projected expenditures under AB 1400 with current health care spending in the state.",2021,California Health Benefits Review Program,California Health Benefits Review Program,https://www.chbrp.org/sites/default/files/bill-documents/AB1400/ab1400-AbbreviatedAnalysis.pdf,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,There has been no impartial analysis of AB 1400’s price tag.,publisher,turn0search1,,LAO Releases Cost Analysis of Single-Payer Health Care Proposal,"The Legislative Analyst’s Office (LAO) released a fiscal analysis of Assembly Bill 1400, estimating the cost of implementing a single-payer health care system in California. The analysis provides projections of potential expenditures and compares them to current health care costs in the state.",2022,Legislative Analyst’s Office,Legislative Analyst’s Office,https://cheac.org/lao-releases-cost-analysis-of-single-payer-health-care-proposal/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,2,There has been no impartial analysis of AB 1400’s price tag.,publisher,turn0search0,,Our Response to CHBRP Analysis of AB 1400,"Healthy California NOW critiques the California Health Benefits Review Program's (CHBRP) analysis of Assembly Bill 1400, arguing that it underestimates total health spending in California and overestimates public health fund reserve requirements. The response emphasizes the need for a more nuanced and careful modeling approach in evaluating the bill's financial implications.",2021,Healthy California NOW,Healthy California NOW,https://healthyca.org/our-response-to-chbrp-analysis-of-ab-1400/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",publisher,turn0search2,,California Health Care Tax Proposal,"A proposed constitutional amendment (ACA 11) in California would increase taxes by $12,250 per household, roughly doubling the state’s already high tax collections, to fund a first-in-the-nation single-payer health-care system. The top marginal rate on wage income would soar to 18.05 percent—nationally, the median top marginal rate is 5.3 percent—and the state would adopt a new 2.3 percent gross receipts tax (GRT), at a rate more than three times that of the country’s highest current pure GRT.",2022,Tax Foundation,Jared Walczak,https://taxfoundation.org/blog/california-health-care-tax-proposal/,True
